full_nm	brand_nm	keyword	store_nm	addr	poiid	lon_x	lat_y	tel_no	fax_no	is_dining	is_parking	is_lavatory	is_atm	is_7wifi	is_ice	is_hot_dog	is_health_stations	is_ice_cream	is_open_store	is_fruit	is_city_cafe	is_union_pay	is_organic	is_corn	is_makeup	is_muji	is_mister_donuts	is_star_bucks	is_ibon	is_tea	is_sweet_potato	special_store_kind	store_url	data_time
統一超商上北可	統一超商	7-11	上北可	新北市土城區明德路一段232號	883924              	121.46045799999999	24.977479	(02)22668183        	(02)82733270        	Y	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	Y	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商上弘	統一超商	7-11	上弘	台北市松山區敦化北路168號B2	170945              	121.54828739089498	25.056390968531797	(02)25472928        	(02)25459434        	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商上安	統一超商	7-11	上安	台中市西屯區至善路61路	913735              	120.639308	24.171640999999997	(04)24528528        	(04)24528645        	Y	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商上芸	統一超商	7-11	上芸	高雄市林園區西溪路133-30號	114233              	120.395179	22.48897	(07)6413906         	(07)6420932         	Y	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商上美崙	統一超商	7-11	上美崙	花蓮縣花蓮市府前路298號298之1號1樓	122027              	121.62245999999999	23.994916	(03)8246479         	(03)8246807         	Y	Y	Y	Y	Y	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商上員	統一超商	7-11	上員	新竹縣竹東鎮光明路538巷25號	164504              	121.056273038778	24.778125001016097	(03)5833769         	(03)5834946         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商上華	統一超商	7-11	上華	桃園市龍潭區中正路上華段6號	147967              	121.221094	24.853447	(03)4891711         	(03)4990403         	N	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商上楓	統一超商	7-11	上楓	台中市大雅區民生路3段523號	903303              	120.66696499999999	24.235753	(04)25688574        	(04)25677762        	Y	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商上楓樹	統一超商	7-11	上楓樹	台中市南屯區中和里黎明路一段263號	136510              	120.627521	24.118045	(04)24702620        	(04)24701346        	Y	Y	Y	Y	Y	Y	Y	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商上誠	統一超商	7-11	上誠	台中市西區向上路一段381號383號385號	152073              	120.65544	24.146554	(04)24739542        	(04)24734624        	Y	N	Y	Y	Y	N	N	Y	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商上德	統一超商	7-11	上德	高雄市前鎮區草衙里草衙二路299號299-1號	922267              	120.324080611671	22.5766553140014	(07)8314990         	(07)8315550         	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商上興	統一超商	7-11	上興	桃園市蘆竹區上興路251號253號1樓	139106              	121.26049099999999	25.01872	(03)3135392         	(03)3134090         	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商上龍	統一超商	7-11	上龍	嘉義縣水上鄉龍德村十一指厝75-90號	952394              	120.390368	23.421388	(05)2683050         	(05)2685020         	Y	Y	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商上營	統一超商	7-11	上營	台南市下營區中營里1286號	931836              	120.270637	23.217001999999997	(06)6890923         	(06)6890937         	Y	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商凡賽絲	統一超商	7-11	凡賽絲	新北市新店區安民街290號1樓	164685              	121.517713	24.973381999999997	(02)22120010        	(02)22129041        	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商久昌	統一超商	7-11	久昌	高雄市楠梓區久昌里盛昌街26號	966902              	120.28391599999999	22.710638	(07)3647112         	(07)3645747         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商久豐	統一超商	7-11	久豐	台中市后里區三光路36號	160199              	120.710533	24.304793999999998	(04)25588646        	(04)25583799        	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商于滿	統一超商	7-11	于滿	雲林縣斗南鎮延平路二段581號1樓	980045              	120.47603699999999	23.670192	(05)5971920         	(05)5972904         	Y	Y	Y	Y	Y	Y	N	Y	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商千久	統一超商	7-11	千久	新竹市東區民主路154號156號	920032              	120.97843499999999	24.812552	(03)5338512         	(03)5330646         	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商千山	統一超商	7-11	千山	桃園市桃園區縣府路212號216號	161310              	121.299956	24.994698	(03)3335381         	(03)3335470         	Y	N	Y	Y	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商千甲	統一超商	7-11	千甲	新竹市東區千甲路235號	155647              	121.005932	24.807738	(03)5750224         	(03)5745709         	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商千成	統一超商	7-11	千成	台北市中正區林森南路4號之3	158864              	121.522903	25.043751	(02)23577481        	(02)23918328        	Y	N	Y	Y	Y	N	N	N	Y	N	N	Y	Y	N	N	Y	Y	Y	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商千湖	統一超商	7-11	千湖	高雄市湖內區葉厝里保生路135號137號	950479              	120.22053299999999	22.907145	(07)6995620         	(07)6992472         	Y	N	Y	Y	Y	Y	N	Y	Y	N	N	Y	Y	N	N	Y	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商千翔	統一超商	7-11	千翔	台北市中正區許昌街17號1樓	110817              	121.516971	25.045748	(02)23123025        	(02)23122602        	Y	N	N	N	Y	N	N	N	Y	N	Y	Y	N	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商千雄	統一超商	7-11	千雄	桃園市蘆竹區南崁路2段96號	138273              	121.277988	25.057705	(03)3120074         	(03)3115384         	Y	Y	Y	Y	Y	Y	N	N	Y	N	Y	Y	N	Y	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商千歲	統一超商	7-11	千歲	新北市樹林區千歲街26-10號	846235              	121.425299	24.996039	(02)26829285        	(02)26865180        	N	N	N	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商千群	統一超商	7-11	千群	新北市板橋區東丘里民享街53號	872441              	121.47596	25.015124	(02)89612979        	(02)29563552        	N	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商千福	統一超商	7-11	千福	台南市中西區大涼里中華西路二段36號	885997              	120.187072	22.992780999999997	(06)2996714         	(06)2996710         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商千禧	統一超商	7-11	千禧	桃園市龜山區光峰路千禧新城15號1樓	110080              	121.34091099999999	24.999026999999998	(03)2134732         	(03)2134105         	Y	N	Y	Y	Y	Y	N	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商口庄	統一超商	7-11	口庄	彰化縣花壇鄉中山路2段649號651號	116767              	120.53348299999999	24.044797	(04)7882970         	(04)7870863         	Y	N	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商口湖	統一超商	7-11	口湖	雲林縣口湖鄉中正路一段222號	881009              	120.18255699999999	23.584746	(05)7891871         	(05)7891645         	Y	N	N	Y	Y	Y	N	Y	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商土定富	統一超商	7-11	土定富	台南市南區田寮里大成路二段86號88號	131423              	120.194952	22.975039	(06)2636173         	(06)2645371         	Y	Y	Y	N	Y	N	N	N	Y	N	N	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商土城	統一超商	7-11	土城	新北市土城區中央路三段42號	833642              	121.43724999999999	24.967913	(02)22678704        	(02)22681646        	Y	N	Y	Y	Y	Y	Y	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商土庫	統一超商	7-11	土庫	雲林縣土庫鎮建國路164號	840101              	120.39326199999999	23.679009	(05)6624835         	(05)6627440         	Y	N	Y	Y	Y	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商士正	統一超商	7-11	士正	台北市士林區中正路301號1樓	131401              	121.523789374326	25.0947921030257	(02)28813350        	(02)28813837        	Y	Y	Y	Y	Y	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商士東	統一超商	7-11	士東	台北市士林區士東路48號	955348              	121.52781399999999	25.111915	(02)28359152        	(02)28359082        	N	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商士香	統一超商	7-11	士香	桃園市大溪區員林路一段228號	924654              	121.277124	24.895493	(03)3072579         	(03)3909631         	Y	Y	Y	Y	Y	N	Y	N	Y	N	Y	N	Y	N	N	Y	N	N	Y	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商士鑽	統一超商	7-11	士鑽	台北市士林區文林路102號B1	146355              	121.52619899999999	25.087836	(02)28820935        	(02)28803266        	Y	N	Y	Y	Y	N	N	N	Y	N	N	Y	Y	N	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大千	統一超商	7-11	大千	苗栗縣苗栗市中正路904號	162106              	120.815923	24.551506999999997	(037)375614         	(037)376107         	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大大	統一超商	7-11	大大	苗栗縣公館鄉大同路160號162號1樓	141154              	120.82831688439198	24.5021910372987	(037)229711         	(037)230299         	Y	N	Y	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大山	統一超商	7-11	大山	苗栗縣後龍鎮大山里龍文路6號1樓	120021              	120.80754999999999	24.643928	(037)432540         	(037)431887         	Y	N	Y	Y	Y	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大中	統一超商	7-11	大中	台北市北投區中央南路一段114號	140391              	121.50105599999999	25.130533999999997	(02)28963137        	(02)28931493        	Y	N	N	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大中原	統一超商	7-11	大中原	桃園市中壢區新中北路151號151-1號一樓	158358              	121.23802099999999	24.958696999999997	(03)4363353         	(03)4369220         	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大五	統一超商	7-11	大五	台南市中西區法華里大同路一段218號220號	139335              	120.21127899999999	22.982393	(06)2137794         	(06)2138445         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大五股	統一超商	7-11	大五股	新北市五股區成泰路2段81號	962380              	121.43803299999999	25.083873999999998	(02)22953630        	(02)22953779        	Y	N	N	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大木康榔	統一超商	7-11	大木康榔	嘉義縣朴子市大鄉里1鄰大(木康)榔179之4號	970657              	120.26331599999999	23.465072	(05)3702084         	(05)3704569         	Y	Y	Y	Y	Y	Y	N	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大台	統一超商	7-11	大台	台北市大安區羅斯福路3段283巷14弄16號1樓	153319              	121.53261437825999	25.017959834575297	(02)23636229        	(02)23660784        	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大正	統一超商	7-11	大正	新北市永和區中正路559號561號1樓2樓	166164              	121.51672599999999	25.00835	(02)89213847        	(02)29250394        	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大民	統一超商	7-11	大民	高雄市大社區三民路213號	170347              	120.348608	22.724906	(07)3528550         	(07)3538220         	Y	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大永	統一超商	7-11	大永	台北市中山區明水路581巷15號1樓	160247              	121.550930393617	25.0802210517084	(02)85098737        	(02)85097511        	Y	N	Y	Y	Y	N	N	N	N	N	Y	Y	N	Y	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大永博	統一超商	7-11	大永博	台北市中正區博愛路97號1樓	136392              	121.511644363883	25.0431539228778	(02)23826912        	(02)23822331        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大甲東	統一超商	7-11	大甲東	台中市外埔區甲后路685號	160236              	120.638347	24.341905	(04)26802083        	(04)26760356        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大甲站	統一超商	7-11	大甲站	台中市大甲區中山路一段828號	892777              	120.627066	24.344513	(04)26761395        	                    	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大目降	統一超商	7-11	大目降	台南市新化區正新路233號	980296              	120.302836	23.03606	(06)5984053         	(06)5985837         	Y	N	N	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大全	統一超商	7-11	大全	台中市西區公館路136號138號	854661              	120.66964	24.134501	(04)23753022        	(04)23753916        	Y	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大吉	統一超商	7-11	大吉	台北市中山區吉林路101號	985305              	121.530288	25.05611	(02)25114007        	(02)25119866        	N	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大安	統一超商	7-11	大安	台北市大安區大安路1段77號B1樓(東區地下街)	128416              	121.546223388913	25.0419469181243	(02)87728951        	(02)87720152        	N	N	N	N	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大安港	統一超商	7-11	大安港	台中市大甲區大安港路118號	951737              	120.61479299999999	24.351262	(04)26804055        	(04)26804480        	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大成	統一超商	7-11	大成	桃園市楊梅區梅山西街10號	895684              	121.14548699999999	24.909216999999998	(03)4781599         	(03)4853782         	Y	N	Y	Y	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大有	統一超商	7-11	大有	桃園市桃園區大有路547號1樓	155430              	121.316919	25.015109	(03)3584876         	(03)3569741         	Y	N	N	Y	Y	N	N	N	N	N	Y	N	Y	Y	N	Y	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大竹	統一超商	7-11	大竹	彰化縣彰化市大竹里彰南路2段181號	138848              	120.58088699999999	24.08523	(04)7388101         	(04)7371484         	Y	N	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大坑	統一超商	7-11	大坑	台中市北屯區橫坑巷28-1號	921013              	120.740809	24.178296	(04)22398412        	(04)22399014        	Y	N	Y	Y	Y	N	Y	N	N	N	N	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大秀	統一超商	7-11	大秀	台中市清水區五權路328號	142320              	120.56051	24.277608999999998	(04)26281748        	(04)26281489        	Y	Y	Y	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大肚	統一超商	7-11	大肚	台中市大肚區沙田路二段740號	174545              	120.544778	24.153256	(04)26994658        	(04)26998529        	Y	N	Y	Y	Y	Y	N	Y	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大阪	統一超商	7-11	大阪	高雄市三民區建國三路28號30號1樓	154046              	120.300901595584	22.6381245278377	(07)2862296         	(07)2852457         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大享	統一超商	7-11	大享	桃園市中壢區中正路1262號1樓	111175              	121.201692	24.970767	(03)4224805         	(03)4224491         	Y	N	Y	Y	Y	N	N	N	N	N	N	Y	N	Y	N	N	N	Y	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大和園	統一超商	7-11	大和園	桃園市大園區中山南路272號及272-1號1樓	113344              	121.20007814143699	25.0597169838395	(03)3842854         	(03)3853176         	Y	N	Y	Y	Y	Y	Y	N	N	N	Y	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大坪	統一超商	7-11	大坪	苗栗縣造橋鄉十字路16號	923167              	120.89771999999999	24.623801	(037)544653         	(037)544699         	Y	N	Y	Y	Y	N	N	Y	N	N	N	Y	N	N	N	N	Y	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大坪林	統一超商	7-11	大坪林	新北市新店區民權路18號	159225              	121.54204	24.983002	(02)29101292        	(02)29107480        	N	N	N	Y	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大坪頂	統一超商	7-11	大坪頂	高雄市小港區坪頂里大平路192號196號1樓	131319              	120.389175	22.562787999999998	(07)8912651         	(07)8912823         	Y	N	Y	Y	Y	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大府	統一超商	7-11	大府	台南市中西區府前路二段115號1樓2樓	149273              	120.19454599999999	22.990933	(06)2229190         	(06)2223787         	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大忠	統一超商	7-11	大忠	台南市南區大忠里中華南路一段178號	141800              	120.210936527079	22.9699126826656	(06)2143221         	(06)2146665         	Y	N	Y	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大明	統一超商	7-11	大明	台中市大里區中興路2段833號835號	125716              	120.68652399999999	24.121055	(04)24850579        	(04)24826496        	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大東家	統一超商	7-11	大東家	台中市南區新榮里復興路3段140號	162656              	120.673267	24.130274999999997	(04)22214273        	(04)22214274        	Y	N	Y	Y	Y	Y	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大東圓	統一超商	7-11	大東圓	新北市樹林區柑園街一段67號67-1號67-2號1樓	164386              	121.402265	24.960155	(02)26809701        	(02)26808676        	Y	N	N	Y	Y	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大林	統一超商	7-11	大林	嘉義縣大林鎮西林里仁愛路23號25號27號1樓	990488              	120.45431599999999	23.602819	(05)2658688         	(05)2641902         	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大林蒲	統一超商	7-11	大林蒲	高雄市小港區鳳林路181號	165080              	120.344122	22.527241999999998	(07)8714082         	(07)8714100         	Y	N	N	Y	Y	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大欣	統一超商	7-11	大欣	台南市北區和緯路5段76號	881984              	120.18425699999999	23.006116	(06)3581640         	(06)881984          	Y	N	N	Y	Y	Y	N	N	Y	N	Y	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大武	統一超商	7-11	大武	台東縣大武鄉復興路124號126號128號1樓	153928              	120.907214	22.361973	(089)792722         	(089)792008         	Y	N	Y	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大武崙	統一超商	7-11	大武崙	基隆市安樂區基金一路381號383號1樓	990879              	121.70394999999999	25.141897	(02)24345690        	(02)24344866        	Y	N	N	Y	Y	N	Y	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
統一超商大武嶺	統一超商	7-11	大武嶺	基隆市安樂區大武嶺里基金一路135巷21弄2-1號	151830              	121.70956	25.140138999999998	(02)24348246        	(02)34011861        	Y	N	N	Y	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N		http://emap.pcsc.com.tw/emap.aspx	2016-09-19T14:36:53+0800
